Period,Operator,Registration Number,Brand/Flag,Deregistration Date,Tax ID,Business Type,Address,Locality,Province,Product,Marketing/Distribution Channel,Price without Taxes,Price with Taxes,Volume,Pump Price,No Movements,Exempt,Price without taxes,Price with taxes,Pump price
2022/05,COMPAÑIA PETROLERA COPSA S.A.,7551,BLANCA,,30-66604945-0,Retail outlets (retail sale) Dual (liquid fuels + CNG),SAN MARTIN 2002,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,372998.2,,NO,0.0,49.578,59.99,62.99
2022/05,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 2,Freight transport,,,11.0,,NO,0.0,114.0556,151.5818,0.0
2022/05,FLAMARIQUE GUILLERMO DANIEL,3725,SHELL C.A.P.S.A.,,20-10350534-9,Retail outlets (retail sale) Liquid fuels only,COLON 194 ESQ ESPAÑA CIUDAD,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,109.61,,NO,0.0,109.294,145.858,148.5
2022/05,SUN GROUP INVESTMENTS S.A.,7951,SHELL C.A.P.S.A.,,33-71225112-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),GARIBALDI 588,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,69.65,,NO,0.0,95.996,123.79,124.9
2022/05,VIBRANIUM SAS,10811,BLANCA,,30-71726702-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),SUIPACHA ESQUINA PASO DE LOS ANDES 701,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,211403.4,,NO,0.0,52.057,62.99,62.99
2022/06,A.S.C. S.A.C.I.,3902,YPF,,30-53045117-4,Retail outlets (retail sale) Liquid fuels only,Peru 3008,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,45.5,,NO,0.0,91.5213,124.3154,132.3
2022/06,CARLOS HORACIO STURNIOLO,1680,BLANCA,,20-06903545-1,Retail outlets (retail sale) Liquid fuels only,AV. SAN MARTIN 19,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,14.14,,NO,0.0,90.52,123.1,123.1
2022/06,COMBES COMBUSTIBLES SA,7265,BLANCA,,30-70851007-2,Distributor (with trucks),MONTECASEROS 2771,MENDOZA,MENDOZA,Diesel Grade 2,Other sectors,,,176.075,,NO,0.0,119.658,160.113,0.0
2022/06,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,125.31,,NO,0.0,109.18,145.25,175.0
2022/06,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 2,Freight transport,,,107.0,,NO,0.0,140.813,183.8449,0.0
2022/06,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,91.88,,NO,0.0,120.9559,159.8982,182.9
2022/06,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,65.2,,NO,0.0,95.3757,128.9422,143.9
2022/06,DALVIAN S.A.,2771,SHELL C.A.P.S.A.,,30-54733781-2,Retail outlets (retail sale) Liquid fuels only,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,59.06,,NO,0.0,126.64,166.81,182.92
2022/06,MENDOZA FUNDACIONAL S.A.,6816,YPF,,30-70918662-7,Retail outlets (retail sale) Dual (liquid fuels + CNG),CORONEL BELTRAN 634,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,61505.0,,NO,0.0,48.812,59.063,67.99
2022/06,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,70452.95,,NO,1.0,53.412,64.628,67.5
2022/06,SUN GROUP INVESTMENTS S.A.,7951,SHELL C.A.P.S.A.,,33-71225112-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),GARIBALDI 588,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,95.52,,NO,0.0,104.71,134.34,143.9
2022/07,A.S.C. S.A.C.I.,3902,YPF,,30-53045117-4,Retail outlets (retail sale) Liquid fuels only,Peru 3008,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,58.5,,NO,0.0,99.2049,133.6006,132.3
2022/07,COMPAÑIA PETROLERA COPSA SA,360,BLANCA,,30-66604945-0,Retail outlets (retail sale) Liquid fuels only,CORONEL DIAZ 399,MENDOZA,MENDOZA,Not Available,Not Available,,,0.0,,SI,,0.0,0.0,0.0
2022/07,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 3,Agriculture,,,13.0,,NO,0.0,169.2418,218.0,0.0
2022/07,DALLWYN SA,1350,YPF,,30-70478574-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),SALTA 432,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,64.794,,NO,0.0,133.616,175.0,175.0
2022/07,DALVIAN S.A.,2771,SHELL C.A.P.S.A.,,30-54733781-2,Retail outlets (retail sale) Liquid fuels only,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,78.92,,NO,0.0,140.13,182.9,182.9
2022/07,FLAMARIQUE GUILLERMO DANIEL,3725,SHELL C.A.P.S.A.,,20-10350534-9,Retail outlets (retail sale) Liquid fuels only,COLON 194 ESQ ESPAÑA CIUDAD,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,160.69,,NO,0.0,91.9667,130.8,130.8
2022/07,FLAMARIQUE GUILLERMO DANIEL,3725,SHELL C.A.P.S.A.,,20-10350534-9,Retail outlets (retail sale) Liquid fuels only,COLON 194 ESQ ESPAÑA CIUDAD,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,24.06,,NO,0.0,107.9857,143.9,143.9
2022/07,OPESSA 5TA. SECCIÓN,6539,YPF,23/2007/11,30-67877449-5,Retail outlets (retail sale) Dual (liquid fuels + CNG),PASO DE LOS ANDES E/ANDRADE Y MENDOZA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,160.59,,NO,0.0,102.283,143.99,144.49
2022/07,OPESSA 5TA. SECCIÓN,6539,YPF,23/2007/11,30-67877449-5,Retail outlets (retail sale) Dual (liquid fuels + CNG),PASO DE LOS ANDES E/ANDRADE Y MENDOZA,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,205.34,,NO,0.0,82.569,122.677,122.558
2022/07,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,96.253,,NO,0.0,133.797,175.0,175.0
2022/08,A.S.C. S.A.C.I.,3902,YPF,,30-53045117-4,Retail outlets (retail sale) Liquid fuels only,Peru 3008,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,43.5,,NO,0.0,98.4788,133.0197,143.0
2022/08,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,161.92,,NO,0.0,90.185,128.547,138.9
2022/08,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 2,Other sectors,,,110.5,,NO,0.0,134.9712,176.5326,0.0
2022/08,DALLWYN SA,1350,YPF,,30-70478574-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),SALTA 432,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,51.386,,NO,0.0,100.732,135.508,143.0
2022/08,LIBERTADOR S.A.,2403,BLANCA,,30-69473270-0,Retail outlets (retail sale) CNG only,PERÚ 2822,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,91637.0,,NO,0.0,57.85,70.0,70.0
2022/08,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,115.42,,NO,0.0,134.945,175.012,188.999
2022/08,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,95.185,,NO,0.0,138.194,180.075,189.0
2022/08,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,288.42,,NO,0.0,89.338,127.522,135.8
2022/08,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,72265.91,,NO,1.0,57.254,69.277,69.99
2022/08,SUN GROUP INVESTMENTS S.A.,7951,SHELL C.A.P.S.A.,,33-71225112-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),GARIBALDI 588,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,70.36,,NO,0.0,147.89,186.59,194.3
2022/09,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,80.46,,NO,0.0,122.968,168.214,169.9
2022/09,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,168.97,,NO,0.0,95.994,135.576,139.2
2022/09,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,79976.72,,NO,0.0,58.446,70.72,74.87
2022/09,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,133.13,,NO,0.0,123.4966,168.8542,168.9
2022/09,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,91.82,,NO,0.0,149.1078,193.8472,194.3
2022/09,DALLWYN SA,1350,YPF,,30-70478574-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),SALTA 432,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,74.816,,NO,0.0,145.338,189.009,204.3
2022/09,DALVIAN S.A.,2771,SHELL C.A.P.S.A.,,30-54733781-2,Retail outlets (retail sale) Liquid fuels only,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,88.87,,NO,0.0,149.45,194.3,194.3
2022/09,DALVIAN S.A.,2771,SHELL C.A.P.S.A.,,30-54733781-2,Retail outlets (retail sale) Liquid fuels only,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,128.4,,NO,0.0,123.53,168.9,168.9
2022/09,MENDOZA FUNDACIONAL S.A.,6816,YPF,,30-70918662-7,Retail outlets (retail sale) Dual (liquid fuels + CNG),CORONEL BELTRAN 634,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,95.65,,NO,0.0,116.079,159.607,166.0
2022/09,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,208.61,,NO,0.0,114.7742,158.3743,159.7541
2022/09,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,211.812,,NO,0.0,121.138,166.0,166.0
2022/10,COMBES COMBUSTIBLES SA,7265,BLANCA,,30-70851007-2,Distributor (with trucks),MONTECASEROS 2771,MENDOZA,MENDOZA,Diesel Grade 3,Other sectors,,,344.585,,NO,0.0,116.776,155.58,0.0
2022/10,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,160.4,,NO,0.0,101.114,146.69,148.2
2022/10,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,86.53,,NO,0.0,128.265,179.542,181.3
2022/10,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,80622.78,,NO,0.0,66.008,79.87,79.87
2022/10,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,Other sectors,,,10.0,,NO,0.0,120.3788,170.0,0.0
2022/10,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Diesel Grade 2,Other sectors,,,4.85,,NO,0.0,124.2446,166.9,0.0
2022/10,DALLWYN SA,1350,YPF,,30-70478574-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),SALTA 432,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,157.745,,NO,0.0,99.036,143.9,143.9
2022/10,DALVIAN S.A.,2771,SHELL C.A.P.S.A.,,30-54733781-2,Retail outlets (retail sale) Liquid fuels only,AV. CHAMPAGNAT 0001,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,To the public,,,244.08,,NO,0.0,103.79,149.23,149.4
2022/10,MENDOZA FUNDACIONAL S.A.,6816,YPF,,30-70918662-7,Retail outlets (retail sale) Dual (liquid fuels + CNG),CORONEL BELTRAN 634,MENDOZA,MENDOZA, Compressed Natural Gas,To the public,,,59173.0,,NO,0.0,55.097,66.667,79.99
2022/10,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,203.59,,NO,0.0,119.024,168.633,169.41
2022/10,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,109.57,,NO,0.0,151.173,199.953,200.595
2022/11,A.S.C. S.A.C.I.,3902,YPF,,30-53045117-4,Retail outlets (retail sale) Liquid fuels only,Peru 3008,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,126.3,,NO,0.0,127.2193,178.2771,187.4
2022/11,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,41.26,,NO,0.0,135.627,180.673,183.3
2022/11,COMERCIAL ARGON S.A.,7729,AXION,,30-62616984-4,Retail outlets (retail sale) Dual (liquid fuels + CNG),PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,81.62,,NO,0.0,137.307,190.484,192.8
2022/11,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,202.05,,NO,0.0,127.346,178.664,172.524
2022/11,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,30.387,,NO,0.0,123.872,166.36,167.7
2022/12,A.S.C. S.A.C.I.,3902,YPF,,30-53045117-4,Retail outlets (retail sale) Liquid fuels only,Peru 3008,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,64.5,,NO,0.0,178.03,231.467,234.9
2022/12,COMBES COMBUSTIBLES SA,7265,BLANCA,,30-70851007-2,Distributor (with trucks),MONTECASEROS 2771,MENDOZA,MENDOZA,Diesel Grade 2,Other sectors,,,182.0,,NO,0.0,138.6,185.0,0.0
2022/12,CORSAN S.A.,9396,SHELL C.A.P.S.A.,,30-71599891-9,Retail outlets (retail sale) Dual (liquid fuels + CNG),AV. MITRE 1802 ESQ. BARCALA,MENDOZA,MENDOZA,Super gasoline between 92 and 95 octane,Other sectors,,,27.0,,NO,0.0,111.0399,158.7,0.0
2022/12,DALLWYN SA,1350,YPF,,30-70478574-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),SALTA 432,MENDOZA,MENDOZA,Diesel Grade 3,To the public,,,59.536,,NO,0.0,179.406,233.645,234.9
2022/12,OPESSA ACA MENDOZA,846,YPF,,30-67877449-5,Retail outlets (retail sale) Liquid fuels only,SAN MARTIN 958 Y AMIGORENA,MENDOZA,MENDOZA,Premium gasoline over 95 octane,To the public,,,211.51,,NO,0.0,136.527,189.769,187.965
2022/12,PARQUE COMBUSTIBLES S.A.,2857,YPF,,30-69960619-3,Retail outlets (retail sale) Dual (liquid fuels + CNG),JUAN B JUSTO 895,MENDOZA,MENDOZA,Diesel Grade 2,To the public,,,37.281,,NO,0.0,130.191,174.006,174.9
